dataset,variant,seed,dcr,pairwise_correlation_diff,mae,mse,rmse,r2
salary,paft_graph_orders,42,0.585,0.630051581626071,32.978898204549154,2032.4534721427083,45.082740290966214,0.44273442072424474
salary,paft_graph_orders,43,0.537,0.6262540339973219,39.40547525217691,2485.8494602408564,49.85829379592583,0.2890915085475585
salary,paft_graph_orders,44,0.628,0.6111209389771703,33.61349508097331,1999.0280534361477,44.71049153650794,0.45158251529137483
salary,paft_graph_orders,45,0.613,0.6527943570127204,37.96482531382243,2531.390978687018,50.312930531693524,0.30586186837100937
salary,paft_graph_orders,46,0.629,0.6332272970809567,38.05463164769491,2561.36568604795,50.60993663351052,0.30194640597779254
