dataset,seed,n_samples,synthetic_data_path,metrics_path,line_count,train_size,task_type,accuracy,f1,precision,recall,auc_roc,mae,mse,rmse,r2
obesity_reg,43,500,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n500/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n500/metrics.json,501,600,regression,,,,,,11.711052043122855,248.0576116649343,15.74984481399529,0.6424227055288811
obesity_reg,44,100,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n100/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n100/metrics.json,101,200,regression,,,,,,11.383891361299844,242.45761662618654,15.571050594811723,0.6510792766863901
obesity_reg,44,1000,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n1000/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n1000/metrics.json,1001,1100,regression,,,,,,11.608641371232846,236.10393145031267,15.365673803979853,0.6602228641641589
obesity_reg,44,200,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n200/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n200/metrics.json,201,300,regression,,,,,,11.473065711238782,232.27573823520206,15.240595074838845,0.6657320165025655
obesity_reg,44,500,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n500/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n500/metrics.json,501,600,regression,,,,,,11.698204977880746,239.0897519187282,15.462527345771395,0.6559259703316571
obesity_reg,45,100,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n100/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n100/metrics.json,101,200,regression,,,,,,11.825849925705064,293.08889435972094,17.119839203675976,0.5374055169132081
obesity_reg,45,1000,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n1000/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n1000/metrics.json,1001,1100,regression,,,,,,11.975695127235936,252.34171777377446,15.88526731829762,0.6017184931220145
obesity_reg,45,200,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n200/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n200/metrics.json,201,300,regression,,,,,,12.023465710816296,272.4485577535878,16.506015804959954,0.5699830250576576
obesity_reg,45,500,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n500/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n500/metrics.json,501,600,regression,,,,,,12.147383893087184,259.4087744470357,16.106171936466954,0.5905642614481939
obesity_reg,46,100,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n100/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n100/metrics.json,101,200,regression,,,,,,10.766532496155504,207.9495737673542,14.42045678081503,0.693541682078469
obesity_reg,46,1000,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n1000/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n1000/metrics.json,1001,1100,regression,,,,,,11.753363684687477,228.15974099325885,15.104957497234437,0.6637576640554617
obesity_reg,46,200,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n200/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n200/metrics.json,201,300,regression,,,,,,11.276103821268864,238.11770098345468,15.431062859811526,0.6490824732712793
obesity_reg,46,500,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n500/synthetic_data.csv,results/obesity_reg/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n500/metrics.json,501,600,regression,,,,,,11.601302514854487,230.74965013066654,15.190446014869561,0.659940877209303
salary,42,100,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_42/n100/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_42/n100/metrics.json,101,200,regression,,,,,,28.95422244562785,1571.1711930725028,39.63800188042408,0.5692104950742751
salary,42,1000,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_42/n1000/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_42/n1000/metrics.json,1001,1100,regression,,,,,,30.943684798482263,1690.0855695642122,41.11065031794331,0.5366061133218083
salary,42,200,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_42/n200/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_42/n200/metrics.json,201,300,regression,,,,,,29.35516418421427,1629.5698059787499,40.36793041485716,0.5531985482837829
salary,42,500,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_42/n500/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_42/n500/metrics.json,501,600,regression,,,,,,30.093564250590003,1638.0586211671823,40.47293689821857,0.5508710536679482
salary,43,100,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n100/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n100/metrics.json,101,200,regression,,,,,,30.42986522069295,1818.8318723550935,42.64776515076838,0.47984661047966404
salary,43,1000,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n1000/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n1000/metrics.json,1001,1100,regression,,,,,,31.9163005317688,1902.6018568991492,43.61882457035207,0.45588989294961746
salary,43,200,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n200/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n200/metrics.json,201,300,regression,,,,,,31.811622182973224,1959.4597051445105,44.265784813380535,0.43962956513418117
salary,43,500,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n500/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_43/n500/metrics.json,501,600,regression,,,,,,31.843641061706546,1911.1742454625266,43.716978915091175,0.453438343119587
salary,44,100,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n100/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n100/metrics.json,101,200,regression,,,,,,29.348785502675376,1691.5795434737422,41.12881646089202,0.5359285744780738
salary,44,1000,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n1000/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n1000/metrics.json,1001,1100,regression,,,,,,28.514940832977295,1526.5068257351109,39.07053654270838,0.5812149647819149
salary,44,200,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n200/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n200/metrics.json,201,300,regression,,,,,,28.874923950398763,1610.316355327377,40.128747243433565,0.5582224853444212
salary,44,500,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n500/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_44/n500/metrics.json,501,600,regression,,,,,,28.215164254557294,1473.9662583034426,38.392268209933135,0.5956290525614789
salary,45,100,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n100/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n100/metrics.json,101,200,regression,,,,,,28.17726511754354,1610.7083856277338,40.1336316027809,0.5583242103601493
salary,45,1000,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n1000/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n1000/metrics.json,1001,1100,regression,,,,,,29.034846378173828,1594.7051877156334,39.93375999972496,0.5627124814697178
salary,45,200,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n200/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n200/metrics.json,201,300,regression,,,,,,27.76458568868001,1549.1282068623668,39.35896602887793,0.5752102428195611
salary,45,500,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n500/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_45/n500/metrics.json,501,600,regression,,,,,,28.612925052388512,1583.455449482523,39.792655722916045,0.5657972962392233
salary,46,100,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n100/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n100/metrics.json,101,200,regression,,,,,,31.87546063415527,2004.5161249704656,44.77182289085922,0.4537056176972196
salary,46,1000,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n1000/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n1000/metrics.json,1001,1100,regression,,,,,,31.255375197092693,1808.5904651129133,42.52752596981058,0.5071015899200537
salary,46,200,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n200/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n200/metrics.json,201,300,regression,,,,,,31.330325188496907,1875.4479459098254,43.30644231416182,0.48888080051392857
salary,46,500,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n500/synthetic_data.csv,results/salary/100_shot/paft_fd_prior_deepseek-v4-flash/seed_46/n500/metrics.json,501,600,regression,,,,,,30.527736143086752,1742.8291409734636,41.74720518757469,0.5250236417821723
